Name: california.csv
Case: a
Root Mean Squared Error: 63076.29887951363
best k: 9
data range: (17500, 500001)
dataset size: 20640
Predicted Data	Raw Data
183411.11	241400.00
327211.11	363500.00
65244.44	53200.00
202866.67	322800.00
181966.67	157300.00
218133.33	209100.00
88411.11	88000.00
254822.22	231500.00
148166.67	137400.00
140555.56	142100.00
201477.78	223200.00
123466.67	90400.00
500001.00	500001.00
187300.00	157100.00
284100.00	394400.00
288833.44	328200.00
238444.44	223200.00
163588.89	198400.00
145866.67	98600.00
162288.89	100600.00
243755.56	231600.00
357155.67	334000.00
264688.89	252400.00
72133.33	76200.00
500001.00	500001.00
284777.89	212300.00
70466.67	40000.00
313644.44	432100.00
57944.44	53800.00
452867.11	411200.00
68844.44	90600.00
254144.56	132200.00
461967.11	500001.00
104711.11	95000.00
194211.11	227600.00
233588.89	205300.00
97222.22	79200.00
322966.78	172600.00
153588.89	171300.00
153355.56	117300.00
349222.22	342000.00
245277.78	187100.00
133433.33	107900.00
227511.11	283000.00
99433.33	76100.00
261055.67	236500.00
215411.11	211100.00
107422.22	71300.00
238133.33	273500.00
191022.22	224100.00
341588.89	443300.00
150400.00	115000.00
259700.00	333500.00
128622.22	73500.00
84166.67	105800.00
288577.89	288500.00
161800.00	190800.00
144511.11	126600.00
273466.78	52500.00
205777.78	325000.00
180177.78	121800.00
203688.89	289600.00
237300.00	229800.00
157244.44	205100.00
130900.00	149300.00
68011.11	58500.00
162188.89	203800.00
179555.56	127600.00
136877.78	124700.00
222211.11	222500.00
167222.22	106400.00
117777.78	103800.00
192844.44	183100.00
271177.78	203700.00
293022.22	181800.00
128066.67	88200.00
205155.56	266300.00
69588.89	112500.00
96266.67	62800.00
230022.33	248700.00
159055.56	153200.00
261522.22	296300.00
118144.44	169100.00
118722.22	129200.00
182966.67	187100.00
99822.22	143000.00
197100.00	192300.00
103355.56	118800.00
114188.89	131600.00
233866.78	233900.00
142611.11	150000.00
249288.89	255800.00
91355.56	91000.00
193633.33	180000.00
131822.22	104400.00
155966.67	159200.00
254955.56	326700.00
119366.67	106900.00
186044.44	109300.00
72511.11	74900.00
92222.22	126300.00
217333.33	204000.00
216877.78	182700.00
131344.44	143800.00
347889.00	379500.00
241033.33	255100.00
312689.00	182300.00
233200.00	334600.00
128244.44	88300.00
102244.44	181300.00
244377.89	131600.00
62633.33	66200.00
272922.22	274600.00
202344.44	183500.00
266200.00	436700.00
115477.78	45000.00
138566.67	125700.00
132233.33	104000.00
118422.22	190600.00
198722.22	192400.00
104266.67	128300.00
86455.56	98100.00
72344.44	74500.00
144366.67	153100.00
293311.22	237200.00
69911.11	57000.00
87766.67	130300.00
314133.67	495500.00
150711.11	184100.00
129200.00	261600.00
242700.00	153500.00
209433.33	170800.00
164177.78	153900.00
229644.44	160900.00
133011.11	80600.00
190400.00	209100.00
108955.56	72800.00
140244.44	123700.00
155411.11	160800.00
184022.22	189900.00
191822.22	274200.00
193955.56	156500.00
320155.67	333700.00
230033.33	219400.00
213700.00	207100.00
301300.11	193800.00
267877.78	209900.00
188100.00	229200.00
345477.78	286600.00
70588.89	68600.00
289422.33	306800.00
153477.78	168100.00
290789.00	166800.00
205833.33	188800.00
175477.78	163200.00
183255.56	222600.00
178511.11	226800.00
232088.89	190600.00
172344.44	146700.00
137111.11	162500.00
279422.22	364600.00
298122.33	441100.00
495800.89	495600.00
179166.67	132500.00
148700.00	129200.00
296811.11	442100.00
142688.89	95000.00
343344.44	492900.00
267733.44	337500.00
153022.22	132700.00
210377.78	267900.00
171544.44	160600.00
279611.11	226100.00
204400.00	184100.00
189844.44	172600.00
353355.67	369700.00
242088.89	276200.00
314433.33	332900.00
253144.44	318800.00
214255.56	139500.00
197211.11	269700.00
118766.67	211800.00
158355.56	176600.00
194755.56	185900.00
210444.44	238000.00
159133.33	115500.00
171588.89	235900.00
289477.78	258200.00
231588.89	244900.00
139677.78	101400.00
60755.56	95800.00
217633.33	219000.00
191566.67	205800.00
130611.11	132500.00
327744.67	258000.00
56388.89	52800.00
253088.89	223800.00
344222.44	252600.00
201888.89	164800.00
303477.78	266400.00
186377.78	192000.00
214211.11	182300.00
55833.33	59800.00
97177.78	69600.00
183566.67	232000.00
305455.56	367900.00
296266.78	332800.00
213588.89	143900.00
202122.22	171600.00
213366.67	205000.00
422655.78	500001.00
197855.56	97200.00
93633.33	129800.00
221622.33	319700.00
384933.56	488500.00
88977.78	85000.00
220433.33	196600.00
381044.44	435800.00
98133.33	95000.00
166988.89	102700.00
307055.56	376600.00
118177.78	136200.00
186688.89	196300.00
356644.56	500001.00
102144.44	110300.00
187333.33	133300.00
163500.00	295400.00
158488.89	139600.00
137233.33	156300.00
480067.44	500001.00
213611.11	235300.00
198255.56	171400.00
176622.22	197500.00
204133.33	429000.00
187677.78	160300.00
272466.67	233100.00
167966.67	170000.00
92800.00	75300.00
267388.89	346700.00
365266.78	267900.00
362277.89	500001.00
117666.67	77400.00
66300.00	88800.00
242755.56	260100.00
68155.56	62500.00
376489.00	225000.00
119622.22	165000.00
65577.78	85100.00
296766.67	343500.00
203866.67	342900.00
298688.89	289400.00
170066.67	156800.00
268877.78	152100.00
132177.78	137200.00
134211.11	100100.00
125088.89	100000.00
163644.44	139600.00
316955.56	289800.00
213800.00	262500.00
133422.22	134000.00
190222.22	216500.00
201444.44	158300.00
459100.44	242000.00
203200.00	99100.00
143400.00	103500.00
122377.78	91900.00
271555.67	249400.00
94900.00	109700.00
114588.89	150000.00
76444.44	94200.00
197900.00	115200.00
82900.00	63300.00
197500.00	186300.00
178655.56	152100.00
95833.33	137500.00
92344.44	64400.00
63288.89	54000.00
118255.56	97900.00
68466.67	63300.00
86800.00	53300.00
155744.44	180400.00
110044.44	148800.00
226411.11	180900.00
305722.22	343100.00
206733.33	165400.00
157288.89	127100.00
85833.33	100600.00
92655.56	119400.00
500001.00	500001.00
111877.78	116300.00
265888.89	187800.00
107522.22	127100.00
154200.00	99400.00
125011.11	125800.00
253266.67	297600.00
131111.11	123800.00
265944.56	250000.00
233922.22	500001.00
276422.22	313800.00
404900.22	332700.00
191944.44	137500.00
396278.00	500001.00
166644.44	120800.00
169355.56	136000.00
276344.44	493300.00
243166.67	267100.00
300344.44	235700.00
218244.44	164900.00
137000.00	147900.00
96055.56	147100.00
105588.89	138300.00
195022.22	185500.00
192622.22	156900.00
459900.44	500001.00
177333.33	131600.00
314811.11	500001.00
191000.00	325000.00
119311.11	68600.00
298289.00	182100.00
478900.67	430200.00
164933.33	147500.00
425578.00	500001.00
133411.11	88900.00
240166.67	414000.00
114466.67	105200.00
182833.33	236800.00
182344.44	161500.00
311322.33	500001.00
210222.22	170800.00
110400.00	123600.00
80311.11	83000.00
218322.33	172400.00
247744.56	167300.00
369966.78	287100.00
202566.67	202400.00
193388.89	247800.00
201811.11	193800.00
231455.56	246200.00
350889.11	500001.00
273877.78	203500.00
272622.22	432800.00
208377.78	244400.00
62766.67	54800.00
72088.89	65800.00
102622.22	90900.00
188700.00	153000.00
147933.33	212500.00
168855.56	209500.00
100144.44	86900.00
169033.33	143800.00
235844.44	243100.00
216977.78	95700.00
225244.44	267400.00
184088.89	244500.00
285400.00	218100.00
222789.00	156000.00
146477.78	180500.00
199422.22	159700.00
139966.67	139200.00
332266.89	500001.00
82588.89	112500.00
196255.56	283600.00
500001.00	500001.00
54355.56	41500.00
84511.11	87100.00
204011.11	166800.00
185988.89	134500.00
152522.22	147200.00
178488.89	71300.00
170411.11	137500.00
347233.33	500001.00
207622.22	378600.00
146488.89	103200.00
242611.11	361000.00
350011.22	497400.00
226522.22	221800.00
414711.33	350400.00
204277.78	170600.00
135555.56	104000.00
153433.33	120000.00
115511.11	72300.00
157866.67	170500.00
232800.00	207200.00
171477.78	169500.00
164388.89	162900.00
204122.22	267100.00
348577.78	386600.00
273955.56	319000.00
154155.56	208300.00
207077.78	144000.00
293688.89	316900.00
159388.89	105400.00
248777.78	241200.00
338933.33	345100.00
219633.33	231700.00
367566.89	303200.00
278966.67	420000.00
224722.22	230800.00
230088.89	274400.00
272100.11	240000.00
279600.11	159700.00
113977.78	146200.00
80055.56	70400.00
267000.00	112500.00
129166.67	63800.00
178611.11	112500.00
88377.78	104600.00
219755.67	187500.00
227877.89	187500.00
276611.22	245100.00
345044.56	331000.00
226622.22	227700.00
205133.33	180000.00
248711.11	190300.00
201777.78	158500.00
108222.22	82800.00
308722.33	348600.00
113966.67	130600.00
332322.33	218200.00
208355.56	274600.00
161000.00	260800.00
69677.78	44000.00
87466.67	101600.00
126477.78	141500.00
482511.78	500001.00
220766.67	222500.00
500001.00	500001.00
130133.33	159400.00
176144.44	164800.00
168322.22	186900.00
127600.00	121300.00
85500.00	101300.00
115033.33	106000.00
120311.11	162500.00
210700.00	212500.00
153411.11	139100.00
69855.56	92400.00
389555.89	384600.00
113722.22	110600.00
200500.00	243800.00
189522.22	165400.00
129666.67	109500.00
107255.56	91600.00
120288.89	98000.00
144277.78	120800.00
370633.44	288500.00
178877.78	141100.00
249711.11	313900.00
250033.33	277800.00
166122.22	180000.00
147322.22	115400.00
103033.33	102900.00
231844.44	179500.00
241166.67	217500.00
181977.78	252800.00
191355.56	228000.00
77222.22	84700.00
123944.44	73100.00
228222.22	232600.00
254344.44	273400.00
102866.67	128100.00
220733.33	106300.00
397844.56	380000.00
207644.44	325000.00
186088.89	152500.00
222066.67	251700.00
92922.22	75800.00
162744.44	126100.00
235466.67	264100.00
265911.22	350900.00
334255.56	293200.00
307411.11	238600.00
247411.11	239900.00
236077.78	265200.00
381966.67	387900.00
376288.89	500001.00
105455.56	79300.00
278300.00	315600.00
272077.78	248400.00
267911.11	283700.00
123055.56	162500.00
160844.44	169500.00
73533.33	73000.00
119444.44	76200.00
333155.56	193800.00
290366.67	345500.00
208688.89	375000.00
213955.56	215000.00
74155.56	90400.00
268766.67	246300.00
143400.00	95600.00
79477.78	65600.00
261389.00	305800.00
83811.11	101500.00
152877.78	150400.00
180955.56	185200.00
334844.56	377000.00
54633.33	52100.00
256333.33	461500.00
156122.22	138100.00
198300.00	195600.00
215255.56	186800.00
252300.00	188400.00
130200.00	131900.00
208833.33	215400.00
460478.11	453800.00
242100.00	224600.00
99644.44	124100.00
363300.00	455400.00
244277.78	204100.00
64477.78	57600.00
317900.33	225000.00
168400.00	151600.00
296788.89	458600.00
76533.33	128900.00
287100.11	268800.00
143133.33	163600.00
192188.89	90000.00
130111.11	151800.00
247922.22	200600.00
196144.44	168600.00
336411.11	343400.00
102277.78	78000.00
229044.44	385400.00
416944.89	500001.00
121622.22	77200.00
140411.11	97100.00
320855.56	364500.00
223800.00	222500.00
113122.22	117200.00
138733.33	100000.00
186511.11	189700.00
151100.00	114900.00
246911.11	318900.00
101844.44	88400.00
122755.56	86000.00
275833.44	324000.00
137577.78	153400.00
176733.33	81300.00
252411.11	210700.00
102266.67	89000.00
195444.44	500001.00
154277.78	159600.00
194655.56	275000.00
319944.44	461200.00
140633.33	83600.00
328811.22	348200.00
227622.33	315000.00
235222.22	305800.00
384333.67	261400.00
369878.00	462900.00
287855.67	300000.00
81488.89	92200.00
185344.44	162500.00
219166.78	500001.00
356311.22	446700.00
270355.56	210900.00
337888.89	468800.00
90011.11	148000.00
103422.22	134100.00
56155.56	58700.00
138144.44	139300.00
173677.78	174800.00
65288.89	50600.00
56655.56	72800.00
223622.22	265100.00
79288.89	72100.00
350344.56	337500.00
307466.67	335500.00
188911.11	147100.00
347500.00	311400.00
83622.22	60900.00
187044.44	168300.00
141111.11	105000.00
169233.33	226700.00
193977.78	181800.00
184977.78	153500.00
84733.33	89100.00
191800.00	172100.00
166622.22	135700.00
182666.67	156800.00
194044.44	196500.00
241144.44	230100.00
120000.00	143400.00
284255.56	164400.00
111733.33	66300.00
237533.33	135700.00
162422.22	206300.00
304566.67	290300.00
139077.78	111500.00
137400.00	107300.00
222044.44	216700.00
401933.56	400000.00
341433.67	352600.00
165433.33	90800.00
252866.67	229100.00
169777.78	138200.00
110777.78	93400.00
217211.11	205400.00
192077.78	179400.00
210566.67	353100.00
256111.11	361700.00
427578.00	479500.00
186266.67	204300.00
148733.33	152500.00
70166.56	73500.00
139566.67	88500.00
182711.11	109900.00
322077.89	324200.00
261811.11	248700.00
113644.44	92600.00
224989.00	221100.00
172766.67	235700.00
248822.22	193100.00
271333.44	222500.00
496600.89	500001.00
135266.67	133400.00
166888.89	174200.00
219555.56	186200.00
102811.11	126000.00
368344.44	500001.00
286500.00	241300.00
369811.22	438900.00
244500.00	258300.00
244877.78	190500.00
211777.78	182400.00
134922.22	140000.00
219833.33	316100.00
379377.78	279300.00
157344.44	192000.00
133411.11	99900.00
122133.33	152800.00
153377.78	135400.00
184255.56	204200.00
199066.67	165000.00
239811.22	169600.00
252922.22	228000.00
246044.44	374200.00
119055.56	91100.00
118577.78	114600.00
176888.89	218600.00
184022.22	121900.00
207511.11	184400.00
411200.22	455900.00
405100.11	353900.00
134477.78	116600.00
327533.44	392900.00
105844.44	68100.00
270088.89	213200.00
111333.33	133500.00
214166.67	144100.00
233911.22	241700.00
325822.33	282000.00
343589.00	324700.00
113466.67	123900.00
260822.22	285800.00
167955.56	195100.00
213788.89	162500.00
203477.89	137500.00
370200.22	290100.00
105944.44	116800.00
185933.33	167800.00
289666.78	380400.00
191366.67	218200.00
98233.33	99600.00
218644.44	225200.00
197122.22	417500.00
288944.44	214600.00
61855.56	55400.00
372600.22	270900.00
211600.00	173900.00
197555.56	200000.00
130966.67	107500.00
135722.22	98300.00
141500.00	150000.00
290533.44	202000.00
169600.00	203800.00
122088.89	112800.00
364888.89	340700.00
171977.78	167000.00
155288.89	242000.00
178922.22	143400.00
84355.56	92600.00
212088.89	76600.00
224944.44	226500.00
127466.67	156000.00
254766.67	269300.00
320822.33	394300.00
168788.89	154000.00
234922.22	157700.00
83888.89	68100.00
234966.67	256000.00
95244.44	86900.00
282166.67	425900.00
314800.00	461300.00
286977.78	288300.00
185311.11	222600.00
262922.22	345000.00
209800.00	95300.00
205244.44	206500.00
126355.56	166800.00
110588.89	141700.00
153677.78	220000.00
158322.22	126500.00
118433.33	77500.00
411300.22	465600.00
87288.89	108000.00
126611.11	173800.00
97777.78	74600.00
179933.33	185700.00
116000.00	155400.00
97200.00	91900.00
255522.33	500000.00
77277.78	100000.00
455545.00	500001.00
119744.44	118800.00
231000.00	210700.00
81255.56	71900.00
211877.78	232500.00
215522.22	243600.00
59411.11	50400.00
196844.44	279900.00
242433.33	203700.00
251255.56	179400.00
355077.78	386400.00
103566.67	139300.00
72088.89	76100.00
193344.56	150000.00
234022.22	231600.00
159622.22	46700.00
198188.89	164900.00
170044.44	133500.00
207111.11	165300.00
230044.44	153000.00
109077.78	94600.00
149877.78	115700.00
235122.22	213400.00
159377.78	164200.00
225355.56	295700.00
78166.56	67500.00
248700.00	257300.00
134744.44	268300.00
188433.33	173100.00
69677.78	78200.00
145277.78	93800.00
52255.56	53100.00
71188.89	70700.00
259200.00	296600.00
131088.89	105800.00
230233.33	209100.00
175355.56	219300.00
318977.78	284600.00
184855.56	392100.00
234111.11	218400.00
180111.11	196800.00
416966.89	361500.00
191588.89	147200.00
181955.56	173800.00
359133.44	290200.00
104233.33	100000.00
166788.89	156500.00
218533.33	214400.00
78388.89	70500.00
157922.22	173100.00
388055.67	351900.00
164811.11	158500.00
136511.11	111100.00
156700.00	161500.00
166855.56	150000.00
159666.67	138200.00
248977.78	210500.00
190922.22	279500.00
144100.00	102800.00
154555.56	184500.00
200522.22	186300.00
240100.00	156800.00
171077.78	103900.00
329733.44	434000.00
82900.00	102300.00
174200.00	143500.00
114844.44	149000.00
105344.44	100000.00
151144.44	125000.00
427078.33	500001.00
77755.56	87500.00
260288.89	164100.00
275477.89	161800.00
135022.22	216100.00
164288.89	154200.00
156811.11	137200.00
308066.78	241400.00
56677.78	50800.00
182122.22	121300.00
234755.56	325800.00
254300.00	185100.00
251855.67	188400.00
276122.22	320600.00
74966.67	60300.00
180955.56	204700.00
335466.67	260100.00
120722.22	143200.00
149400.00	218800.00
146800.00	231300.00
89166.67	179500.00
205411.11	216600.00
329022.22	417300.00
390522.44	373600.00
187488.89	193700.00
319455.56	400000.00
201566.67	191700.00
125677.78	155000.00
88766.67	139500.00
181411.11	176000.00
97555.56	67000.00
183844.44	169500.00
232266.67	313900.00
131288.89	122500.00
188688.89	189600.00
269488.89	387300.00
153366.67	141200.00
211822.22	209200.00
276222.22	242500.00
458000.78	500001.00
164266.67	161300.00
127111.11	135200.00
84166.67	92700.00
152133.33	152500.00
397389.00	344600.00
106522.22	101200.00
174866.67	207100.00
153911.11	79000.00
112488.89	92300.00
209311.11	184800.00
450789.44	352200.00
151844.44	160700.00
262422.22	240200.00
206066.67	255900.00
224388.89	150000.00
129111.11	134700.00
169477.78	377200.00
158777.78	113700.00
131011.11	109800.00
132522.22	102500.00
129388.89	137500.00
63755.56	71900.00
89133.33	98800.00
409367.00	500001.00
203611.11	209000.00
250488.89	193400.00
272211.11	265700.00
84844.44	61400.00
185344.56	161100.00
130633.33	158700.00
300577.89	226300.00
402911.44	500001.00
225733.33	292500.00
300166.67	245000.00
170866.67	166700.00
84444.44	67600.00
96677.78	83200.00
222933.33	153100.00
276044.44	333900.00
203511.11	130800.00
233155.56	203100.00
185933.33	192400.00
185266.67	144600.00
197566.67	214800.00
225100.00	229800.00
104677.78	143800.00
199722.22	160800.00
178277.78	151000.00
131522.22	129200.00
120511.11	116300.00
137477.78	92500.00
246766.67	364800.00
431466.78	500001.00
298300.11	185100.00
105588.89	93800.00
203522.22	127100.00
150122.22	107900.00
159488.89	195300.00
261822.22	247200.00
229266.67	211900.00
186511.11	260000.00
234755.56	246700.00
49444.44	52300.00
109455.56	86100.00
122055.56	123000.00
194200.00	375000.00
201711.11	201800.00
79344.44	87500.00
86955.56	78800.00
177611.11	146400.00
65622.22	61200.00
73411.11	69400.00
74577.78	85900.00
341033.44	303900.00
130288.89	118600.00
157911.11	143900.00
153177.78	131000.00
259711.11	209400.00
267211.11	236100.00
290422.33	235800.00
141133.33	132300.00
174333.33	113600.00
223711.11	203300.00
167766.67	268200.00
231533.33	234800.00
96355.56	76200.00
153900.00	110400.00
237800.00	179700.00
129366.67	136600.00
208500.00	176600.00
222911.11	189600.00
87155.56	85700.00
70300.00	68100.00
237122.22	325400.00
286133.33	372600.00
82577.78	22500.00
173833.33	500001.00
302777.78	340900.00
317155.56	370000.00
325922.22	204200.00
145855.56	107000.00
216211.11	195500.00
187989.00	144100.00
89511.11	113700.00
290944.44	351900.00
165033.33	102100.00
111933.33	87500.00
66688.89	46300.00
156544.44	161100.00
191766.67	192100.00
174511.11	166100.00
273777.89	112500.00
122011.11	293300.00
330655.56	392800.00
203911.11	238500.00
133433.33	125000.00
267800.00	387500.00
247022.22	315200.00
112633.33	113900.00
290122.33	261500.00
256733.33	225000.00
161177.78	161500.00
135800.00	165900.00
145700.00	98700.00
226411.11	255300.00
88277.78	76800.00
342688.89	240900.00
153944.44	171100.00
360622.33	356300.00
279444.44	270500.00
242588.89	245300.00
147922.22	158200.00
137311.11	119800.00
153633.33	118500.00
115400.00	160700.00
274255.56	317800.00
303833.33	332500.00
256266.67	206300.00
161244.44	133800.00
164433.33	173900.00
53533.33	55200.00
229044.56	156000.00
401022.44	335700.00
89233.33	85700.00
395677.89	500001.00
143100.00	220300.00
496600.89	500001.00
274222.22	440500.00
184244.44	320000.00
279233.33	500001.00
438167.11	500001.00
310800.00	345900.00
147911.11	136300.00
159433.33	142300.00
254966.67	423200.00
336522.33	500001.00
186488.89	287500.00
160566.67	217900.00
245822.22	427600.00
234533.33	231600.00
295855.56	260700.00
101455.56	89400.00
82577.78	75000.00
196811.11	165700.00
207022.22	162500.00
134322.22	93600.00
132255.56	337200.00
254700.00	353500.00
310277.78	216500.00
159900.00	189900.00
169011.11	208300.00
68177.78	55200.00
250700.00	180400.00
354955.56	417000.00
324177.78	338800.00
295966.78	448100.00
353633.56	393500.00
137177.78	143800.00
232155.56	204900.00
500001.00	416700.00
392689.11	500001.00
190000.00	160300.00
190844.44	262500.00
291544.44	287700.00
75244.44	54200.00
127711.11	119500.00
240155.56	285200.00
172100.00	127800.00
157877.78	164400.00
200133.33	230500.00
68422.22	73000.00
230477.78	128000.00
145833.33	118500.00
208644.44	282300.00
206022.22	500001.00
67911.11	93800.00
244388.89	179500.00
115677.78	83500.00
282022.33	241000.00
200977.78	176500.00
323155.56	330100.00
167688.89	186300.00
259600.00	306300.00
160211.11	145300.00
241877.78	198900.00
251455.56	212300.00
87533.33	55600.00
136200.00	171400.00
113655.56	100100.00
171777.78	171600.00
165944.44	120600.00
115088.89	88700.00
208000.00	222100.00
201077.78	166700.00
73355.56	73800.00
105522.22	136400.00
499845.33	500001.00
133433.33	144800.00
216200.11	384700.00
133277.78	80700.00
268977.89	229000.00
90211.11	125000.00
199322.22	199600.00
79122.22	72200.00
63755.56	110000.00
315800.22	374100.00
117777.78	93500.00
165033.33	134400.00
162266.67	158900.00
73677.78	91700.00
98888.89	100000.00
186500.00	103100.00
111366.67	133600.00
300977.78	230200.00
242522.22	268500.00
259189.00	202700.00
229644.44	500000.00
157800.00	150700.00
243677.78	323900.00
57022.22	63700.00
238677.78	364200.00
140300.00	140700.00
346911.22	361500.00
174377.78	137500.00
164033.33	142300.00
141688.89	97200.00
284944.44	217300.00
244577.78	340800.00
362644.56	275900.00
257966.67	359600.00
161788.89	186900.00
354289.00	450000.00
115766.67	98800.00
173500.00	139900.00
228988.89	281800.00
159844.44	146900.00
283522.22	238000.00
247888.89	263100.00
96455.56	94200.00
199644.44	144900.00
500001.00	500001.00
177788.89	235000.00
327911.22	259300.00
289055.56	293800.00
286233.33	312700.00
262111.11	192700.00
128111.11	116100.00
271789.00	246900.00
215022.22	210000.00
105711.11	94600.00
285889.00	304100.00
72188.89	47500.00
239577.78	286100.00
279889.00	163800.00
114900.00	112600.00
168200.00	143500.00
120311.11	366700.00
337966.78	347700.00
266988.89	160200.00
229511.11	180500.00
189188.89	134400.00
167633.33	120000.00
244977.78	297400.00
115500.00	179100.00
294111.11	270100.00
262144.44	208700.00
180322.22	132600.00
120655.56	93800.00
170411.11	130800.00
117522.22	89800.00
500001.00	500001.00
148277.78	135700.00
177044.44	170200.00
211600.00	274300.00
241122.22	286900.00
221733.33	350000.00
97111.11	92800.00
208200.00	162500.00
222133.44	266700.00
332500.11	500001.00
133611.11	121400.00
212144.56	180400.00
105144.44	98300.00
180377.78	116500.00
190988.89	187500.00
150055.56	221100.00
77733.33	78200.00
143533.33	120700.00
158655.56	137500.00
108666.67	98900.00
210200.00	283300.00
148844.44	152300.00
304166.67	395500.00
264955.56	252700.00
207977.78	165900.00
330922.33	185600.00
130477.78	325000.00
309489.11	178100.00
78033.33	95500.00
308155.56	246900.00
119077.78	87200.00
182744.44	122900.00
192611.11	190900.00
146177.78	115500.00
439533.67	500001.00
169777.89	130800.00
165844.44	250000.00
294277.78	367100.00
281177.78	278300.00
232255.56	158300.00
110788.89	105500.00
302944.44	303700.00
92477.78	93800.00
210722.22	157100.00
213011.11	168800.00
212666.67	194000.00
145422.22	152300.00
128155.56	93200.00
250233.44	343800.00
132333.33	101400.00
175855.56	167200.00
131533.33	98600.00
292955.67	335700.00
262500.00	270800.00
137811.11	134700.00
279688.89	260300.00
337866.78	230000.00
166200.00	251800.00
57722.22	76800.00
204155.56	158500.00
171222.22	173400.00
128000.00	118100.00
55122.22	48300.00
194233.33	113900.00
302788.89	421000.00
224488.89	255400.00
197311.11	230200.00
79300.00	118800.00
266644.44	335300.00
198611.11	198600.00
500001.00	500001.00
87455.56	82700.00
81322.22	66800.00
269677.78	226400.00
291900.00	335900.00
226144.44	229700.00
361944.44	323500.00
226722.22	500001.00
185255.56	199300.00
286755.67	144200.00
81277.78	225000.00
246633.33	302000.00
103344.44	95500.00
365333.33	381700.00
216977.78	173900.00
500001.00	500001.00
336177.89	275000.00
104022.22	86100.00
473389.56	137500.00
165311.11	163800.00
340222.22	344500.00
122677.78	125000.00
145800.00	123500.00
246833.33	213100.00
185666.67	142000.00
120788.89	86400.00
59200.00	52000.00
105877.78	100000.00
129611.11	73800.00
136911.11	128000.00
144266.67	93800.00
60733.33	50000.00
190900.00	150200.00
145622.22	159700.00
447255.89	470800.00
110688.89	97200.00
484834.11	500001.00
440367.00	337600.00
353555.78	301200.00
195355.56	281300.00
233977.78	211900.00
103511.11	138400.00
196511.11	225000.00
207100.00	209400.00
378644.44	279300.00
214222.22	229000.00
133911.11	117000.00
263822.22	262400.00
74500.00	71100.00
462233.56	484100.00
271511.11	246500.00
222777.78	259800.00
83266.67	68500.00
86877.78	60600.00
245066.67	189900.00
291733.33	275000.00
85900.00	83200.00
91166.67	119400.00
135411.11	192400.00
160444.44	158900.00
208000.00	194700.00
150500.00	142200.00
248166.67	199600.00
199744.44	145600.00
232533.33	204500.00
301477.78	500001.00
499600.89	500001.00
305988.89	444500.00
500001.00	500001.00
126055.56	124600.00
246122.22	229800.00
307700.00	283200.00
384789.00	500001.00
108811.11	100000.00
157388.89	182100.00
146977.78	197500.00
395500.22	333800.00
325455.56	349000.00
196455.56	152500.00
139744.44	154300.00
172122.22	387200.00
76822.22	81300.00
83444.44	130700.00
128011.11	102100.00
409000.00	420000.00
93466.67	157500.00
180166.67	148500.00
243811.11	332800.00
253622.22	323800.00
96244.44	171400.00
481422.89	500001.00
295366.78	270100.00
277655.67	183800.00
100722.22	74300.00
191722.22	186900.00
335533.44	295600.00
231500.00	288500.00
206355.56	290000.00
412422.33	356200.00
173900.00	135000.00
189133.33	182000.00
91033.33	88500.00
239666.67	268500.00
393655.78	337200.00
165422.22	145200.00
125133.33	122400.00
94122.22	65200.00
185088.89	129100.00
330211.11	361200.00
234388.89	225400.00
500001.00	500001.00
141411.11	81800.00
245277.78	500001.00
111133.33	156800.00
150133.33	129900.00
323700.11	297300.00
366022.33	369100.00
179255.56	145600.00
201622.22	209200.00
108055.56	88400.00
61700.00	60000.00
311455.56	240800.00
500001.00	500001.00
204022.22	182100.00
234788.89	500001.00
108822.22	124400.00
129544.44	160600.00
69855.56	53500.00
182822.22	193100.00
242111.11	253700.00
132722.22	86900.00
336711.22	367400.00
411911.56	500001.00
347133.44	382400.00
107422.22	162500.00
92900.00	82800.00
239300.11	112500.00
270711.11	284100.00
182255.56	174400.00
223344.44	227100.00
129811.11	88200.00
85444.44	85000.00
125800.00	137500.00
335511.11	389800.00
252044.44	222400.00
169566.67	150600.00
500001.00	500001.00
191355.56	181600.00
67155.56	70400.00
221677.78	179100.00
178988.89	194500.00
102677.78	119700.00
58311.11	49600.00
149788.89	161800.00
199733.33	208800.00
319766.67	318500.00
181000.11	250000.00
253377.89	166300.00
152788.89	118500.00
319700.00	235600.00
166622.22	164900.00
294366.67	310900.00
170300.00	152300.00
171755.56	234800.00
197500.00	160700.00
111466.67	122900.00
86966.67	68500.00
327522.22	325900.00
101933.33	137500.00
249855.56	257500.00
225366.67	143200.00
494956.33	500001.00
55388.89	52600.00
322022.22	331100.00
159244.44	215400.00
281511.11	369800.00
219866.67	178400.00
71822.22	59000.00
94288.89	91700.00
342755.67	336700.00
196022.22	200000.00
212200.00	211300.00
186855.56	113900.00
157566.67	140400.00
233033.33	181700.00
304600.00	217700.00
243933.33	246800.00
197777.78	209000.00
160533.33	163500.00
371089.33	186400.00
228644.44	185000.00
102055.56	111400.00
180233.33	102100.00
363911.22	340400.00
71855.56	63000.00
242055.56	225000.00
162977.78	137500.00
196111.11	380000.00
226544.44	141700.00
220211.11	241800.00
101511.11	111500.00
132433.33	82800.00
201100.00	183800.00
263955.56	177400.00
233022.22	154000.00
170900.00	220800.00
268066.78	223300.00
216977.89	131300.00
243088.89	297800.00
